Time,X,Y,Z,U3
-1.651805204028416,0.29488391230979427,-1.8476918269240126,1.444587159388004,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,1.444587159388004,1.648992381370997
-1.651805204028416,0.29488391230979427,-1.8476918269240126,-1.2305742468860774,1.648992381370997
-1.651805204028416,-3.391164991562634,0.649189020270599,1.444587159388004,1.648992381370997
-1.651805204028416,-3.391164991562634,0.649189020270599,-1.2305742468860774,1.648992381370997
-1.651805204028416,-3.391164991562634,-1.8476918269240126,1.444587159388004,1.648992381370997
-1.651805204028416,0.29488391230979427,-1.3483156574850903,1.444587159388004,1.648992381370997
-1.651805204028416,0.29488391230979427,-0.8489394880461679,1.444587159388004,1.648992381370997
-1.651805204028416,0.29488391230979427,0.1498128508316767,1.444587159388004,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,1.3554151125122011,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,1.2662430656363985,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,1.0878989718847931,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,0.9987269250089903,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,0.9095548781331876,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,0.7312107843815822,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,0.5528666906299768,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,0.28535055000256865,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,0.19617850312676596,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,0.10700645625096325,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,0.01783440937516054,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,-0.16050968437644486,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,-0.24968173125224757,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,-0.3388537781280503,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,-0.428025825003853,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,-0.5171978718796557,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,-0.6063699187554584,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,-0.7847140125070639,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,-0.8738860593828666,1.648992381370997
-1.651805204028416,0.29488391230979427,0.649189020270599,-1.052230153134472,1.648992381370997
-1.651805204028416,0.29488391230979427,0.1498128508316767,-1.2305742468860774,1.648992381370997
-1.651805204028416,0.29488391230979427,-1.3483156574850903,-1.2305742468860774,1.648992381370997
-1.651805204028416,0.29488391230979427,-1.8476918269240126,-1.1414022000102746,1.648992381370997
-1.651805204028416,0.29488391230979427,-1.8476918269240126,-1.052230153134472,1.648992381370997
-1.651805204028416,0.29488391230979427,-1.8476918269240126,-0.9630581062586693,1.648992381370997
-1.651805204028416,0.29488391230979427,-1.8476918269240126,-0.8738860593828666,1.648992381370997
-1.4858071831366269,0.29488391230979427,-1.8476918269240126,1.444587159388004,1.483628754245372
-1.4858071831366269,0.29488391230979427,0.649189020270599,1.444587159388004,1.483628732310226
